5	6.4
3.08	6.48
1	5.16
1.85	3.31
2.8	5.5
0.5	3.66
0.6	2.6
0.5	3.66
0.5	3.66
0.52	2.9
1.75	5.72
1.56	5.68
1	1
2.29	4.29
0.01	0.01
0.1	0.75
0.01	0.01
0.41	3.35
0.41	3.35
0.41	3.35
